Unnamed: 0,asin,description,emotion_spacy,most_significant_emotion_spacy
25733,B000IN4F0K,one point zero spacey would expect group call spacescap ambient electro mix pulsat rhythm sampl sound like come latest sci fi flick echo background electron atmospher spacescap succeed blend old kraftwerk style computeresqu sound skinni puppi sampl industri effect overal effect one world float sometim puls rhythmic fact song cosmic debri left devic spacescap realm minim guid rhythm mlang blip bleep chord whisper sampl mix togeth blender spacescap lie somewher ambienc industri pump rhythm well done groov space entwin soundscap produc well abl keep similar theme throughout one point zero releas allow listen remain aural imag creat ambient ether music creat imageri one see mind music surround content wast space man war subson mind travel digit musik elektronik cosmic debri futur music,"Counter({'positive': 4, 'sadness': 4, 'anticipation': 3, 'trust': 2, 'fear': 1})",positive
25740,B000IOKDT6,set cd one differ emphasi entitl sleep meditaion passion tranquil rejuven escap hour music,"Counter({'positive': 2, 'anticipation': 1, 'sadness': 1})",positive
25746,B000IONG40,print compil curat josephin foster exclus time releas unreleas offer astound array peripheri could consid folk music includ josephin meg baird michael hurley angel light gira full list cherri blossom dragonfli feather dust michael hurley littl bit love meg baird western red lili nunavut diamond dream andrew bar trust man goatgirl presid comb hair devendra banhart know soul demo kath bloom babi let come charli noth fuck stupid war dian cluck phoenix dove john allingham ann tiley big war josephin foster would pave road angel light destroy rachel mason war clerk lament pajo war dead mv ee powderfing kathleen baird prayer silenc lay place,"Counter({'positive': 7, 'anticipation': 5, 'fear': 5, 'negative': 3, 'sadness': 1, 'trust': 1})",positive
25754,B000IQ603C,parent choic gold seal award winner read peter ustinov includ excerpt greig norweigian danc dvorak new world symphoni beethoven symphoni rossini william tell overtur humperdinck hansel gretel great classic track music everywher feel anyth imagin compos string famili woodwind famili brass famili percuss famili special instrument conductor final,"Counter({'positive': 3, 'anticipation': 3, 'trust': 1, 'sadness': 1})",positive
25755,B000IQB2NA,heavenli father note droppin papa come back love rain edna blue mr lee chapel side road pray better world oh ill surrend anytim thing shall ill around oh littl daddi hurt much cri remind thousand burn bridg confidenti danc henri get feel long take alway walk rain light go low oh joe rock round pledg love sad sad sad come back love cant help lovin man mine,"Counter({'positive': 4, 'sadness': 4, 'anticipation': 2, 'trust': 1})",positive
25763,B000IRWN3C,feel joy memori childhood lullabi rekindl child us,"Counter({'positive': 2, 'anticipation': 1})",positive
25775,B000IU81MQ,nearli year guitar player singer back mani note bandlead san francisco bay area musician gari vogensen step self produc cd dont tell love featur song life love wri humor set mix rock jazz blue funk rhythm cd gari first solo effort song cd includ half dozen tune written co written vogensen includ titl cut dont tell love well cover song written american songwrit includ willi dixon alex call john hiatt vogensen backup band team longtim friend fellow musician includ bassist steve evan coco montoya roy roger brian auger drummer paul revilli joe loui walker angela strehli chuck profit keyboardist david kessner graham nash lydia pens cold blood mike bloomfield cd also includ cameo appear guitarist elvin bishop vocalist angela strehli maria muldaur harmonica ace norton buffalo saxophonist terri hanck elvin bishop keyboardist jim pugh robert cray other,"Counter({'positive': 7, 'trust': 4, 'negative': 3, 'sadness': 2})",positive
25779,B000IV4GX8,track list de noviembr harmoni frontier light tower see oak cliff life without de noviemb,"Counter({'positive': 2, 'anticipation': 1, 'fear': 1})",positive
25786,B000IW2GXE,betcha golli wow got lost lovin feelin tell mom dad babi love lovin heart one need conscienc bumpi road ahead way treat babi man life get conscienc oh day love strong cravin love come get hurt love pretti love tear like other,"Counter({'positive': 6, 'sadness': 2, 'anticipation': 1})",positive
25788,B000IVYXW2,cd galimathia musicum kv divertimento kv cassat b flat kv cd march kv cassat kv cassat g kv cd march kv serenad kv notturno kv cd march kv serenad kv serenad kv sernata notturna cd ein klein nachtmusik kv march kv serenad kv cd march kv serenad kv haffner cd march kv serenad kv posthorn march kv,Counter({'positive': 7}),positive
25795,B000IXOB72,import cd set music cd dvd live concert amaz mexican band amaz set song live dvd concert video cd includ quemndom de amor quiero rock isabel chaparona gusta vivir de noch nunca voy olvidart la mujer que soe palabra de honor podr muriendo lento sultat el pelo villa coapa popurock reventn dme un beso dvd includ quemndom de amor dvd quiero rock dvd isabel dvd mrchate ya dvd chaperona dvd gusta vivir de noch dvd nunca voy olvidart la mujer que soe dvd palabra de honor dvd slo se vive una vez dvd podr dvd muriendo lento dvd sultat el pelo dvd capitn dvd villa coapa dvd el rey dvd popurock dvd slo batera dvd canso de rockear dvd hijo de tigr dvd reventn dvd dme un beso dvd,"Counter({'positive': 2, 'trust': 2, 'sadness': 1})",positive
25803,B000IYV1JW,winni xin latest album winni forev perform mandarin rendit song popular korean tv drama seri includ reason endless love say eve pay special attent spark duet featur winni origin singer yoo yeol,"Counter({'positive': 4, 'trust': 2, 'anticipation': 2})",positive
25808,B000IZ72W6,one step line promo cd interview live song rare us releas cd ground shriekback rhythm section dave allen bass martyn barker drum quintet made hell nois drew close walter wray suppli rock star vocal altern rock matter far still base ground rock roll occasion matter altern need get back touch start whole thing king swamp king swamp content king swamp interview man behind gun motherlod widder dump glow,"Counter({'positive': 7, 'trust': 4, 'anticipation': 3, 'sadness': 1, 'negative': 1})",positive
25830,B000J0EZRU,track ep contain keep street feat sadat x street version radio version instrument spirit radio instrument third radio instrument,"Counter({'positive': 4, 'anticipation': 2})",positive
25832,B000J0O7I2,spongebath record releas volum sampler seri allow test variou bubbl bath avail without forc potenti unpleas bath experi one particular band band sampler includ c extrem catchi colleg rock infus number remot control wash away preconcept pop dead likewis featur anti graviti class soak late garag sound similar joe meek produc earli r e danger temperatur count bass scrub steami hip hop almost like share back brush kr sampler object band experiment take chanc listen band probabl havent heard perhap youll realiz spongebath record figur sop tomorrow music futur today content self come wash place blame cs remot control jerri curl fl oz record stack milk moustach count bass better art sale fleshpaint empti room seen radio featur con anti graviti class kati hairclip noggin poundin roari day dreamer easi,"Counter({'positive': 6, 'sadness': 4, 'anticipation': 4, 'trust': 3, 'negative': 2, 'surprise': 1})",positive
25833,B000J0NXB4,cd niccolo paganini capric violin solo op capric r e major capric r h minor capric r e minor capric r c minor capric r minor capric r g minor capric r minor capric r e flat major capric r e major capric r g minor capric r c major capric r flat major capric r h flat major capric r e flat major capric r e minor capric r g minor capric r e flat major capric r c major capric r e flat major capric r major record cd niccolo paganini capric r major capric r f major capric r e flat major capric r minor intoduct variat god save king haendel variat pria ch io l impegno veigl intoduct variat non piu mesta rossini la cenerentola konstantin mostra capric recitativ toccata record victor pikaizen violin tatiana pikaizen piano,"Counter({'positive': 16, 'anticipation': 1, 'trust': 1})",positive
25836,B000J0OUXE,je sui chanteur tu comprendra tu es amoureux mon vieux c etait notr nid amour un mond ensoleil besoin amour san amour je croi en toi le mond soliel eternel ecout moi un mond amour laiss le temp offrir cett fleur tu fait mal chanson pour soeur l amour est un ballon blanc,Counter({'positive': 1}),positive
25837,B000J0OKWK,rare hard find cd inflat soul six piec rock band seattl area big deal say well besid larg origin intellig band right inflat soul includ less three cornel name peter cornel vocal guitar kati cornel flute vocal suzi cornel percuss vocal brother sister one christoph j cornel although differ soundgarden mani way would well worth check content manta ray sad bear see evil south pacif moon u heaven holi mose,"Counter({'positive': 2, 'trust': 2, 'fear': 2, 'anticipation': 1})",positive
25847,B000J13VEW,blue john carisi could happen jame van heusen caravan duke ellington juan tizol nuag django reinhardt fallen love love richard roger olympia collect improvis bonu live record festiv jazz c jam blue duke ellington,"Counter({'positive': 5, 'sadness': 2, 'negative': 1, 'anticipation': 1})",positive
25848,B000J18Q74,medley mettez fin au carnag la franc et l angleterr la batail orlean jeann la pucel ta foi en moi rien ne appel jeann la poucel version anglais,Counter({'positive': 1}),positive
25873,B000J3ZIQE,russian import includ follow track win streak reach love need back play thing chang style love set love somebodi love parti time,"Counter({'positive': 4, 'anticipation': 2})",positive
25881,B000J47OYC,song p dir ltr side one blockquot dir ltr style margin right px p dir ltr say goodnight p dir ltr hush littl babi p dir ltr rock bye babi p dir ltr twinkl twinkl littl star p dir ltr wear velvet p dir ltr cradl song p dir ltr sweet low p dir ltr curli head babi p dir ltr slumber song p dir ltr raisin almond p dir ltr side two blockquot dir ltr style margin right px p dir ltr rock bye babi p dir ltr cotton eye joe p dir ltr brahm lullabi,"Counter({'positive': 4, 'anticipation': 4, 'sadness': 2, 'trust': 1})",positive
25884,B000J4FOQW,two disc collect live demo film video record pioneer first wave lo angel punk legend screamer forti track record hotspot whiski go go mabuhay garden packag jewel case page book pack photo flyer graphic press,"Counter({'positive': 2, 'anticipation': 2, 'sadness': 1})",positive
25898,B000J5LE38,beethoven piano concerto c op piano concerto bf op piano concerto c major op piano concerto b flat major op,Counter({'positive': 2}),positive
25902,B000J5N008,song titl whittier boulevard go head land danc walk sad girl everybodi need somebodi love brother breakfast grass stranger night love special deliveri,"Counter({'positive': 5, 'trust': 1, 'fear': 1})",positive
25911,B000JBY0HY,promisedland quartet hail warrenton virginia member talent group joe brinkley bass kevin minnnick bariton gene hamman lead vocal joey wilson tenor known well balanc blend voic person well rock solid lyric messag listen enjoy latest cd carv stone,"Counter({'positive': 4, 'trust': 1, 'anticipation': 1, 'negative': 1})",positive
